id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8915577,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,23561865,Tania,Kreis 8,Seefeld,47.3617,8.54981,Entire home/apt,183,2,242,2023-06-25,2.59,55,13,45,
8926048,Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,18327045,Michal,Kreis 3,Sihlfeld,47.37281,8.51772,Private room,56,5,110,2022-10-01,1.18,3,0,3,
8971198,Rental unit in Zürich · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,1477771,Nuria,Kreis 1,Rathaus,47.37242,8.54543,Entire home/apt,280,2,72,2023-06-04,0.78,2,18,11,
9005395,Rental unit in Zürich · ★4.79 · 1 bedroom · 2 beds · 1 bath,3414248,Dmitry,Kreis 3,Alt-Wiedikon,47.36562,8.51243,Entire home/apt,70,3,44,2021-09-11,0.47,1,0,0,
9067422,Serviced apartment in Zürich · ★4.67 · 2 bedrooms · 2 beds · 2 baths,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,415,3,10,2023-05-30,0.11,22,332,2,
9229424,Villa in Zürich · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37911,8.56056,Private room,100,1,32,2023-01-31,0.36,14,239,3,
9230066,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,2576851,Alex,Kreis 3,Sihlfeld,47.37665,8.51375,Entire home/apt,1087,30,1,2017-04-05,0.01,1,172,0,
9243499,Rental unit in Zürich · ★4.80 · 2 bedrooms · 3 beds · 1 bath,23561865,Tania,Kreis 8,Mühlebach,47.36114,8.5518,Entire home/apt,199,2,154,2023-06-24,1.66,55,0,26,
9244524,Rental unit in Zürich · ★4.71 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,575,1,7,2023-05-15,0.10,103,323,3,
9245092,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,575,1,6,2019-12-06,0.09,103,295,0,
9245379,Rental unit in Zürich · ★4.56 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,575,1,25,2023-03-24,0.32,103,308,3,
9248507,Rental unit in Zürich · ★4.57 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,575,1,60,2023-06-10,0.75,103,327,13,
9248717,Rental unit in Zürich · ★4.64 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,575,1,25,2023-05-05,0.31,103,319,6,
9285611,Rental unit in Zürich · ★4.75 · Studio · 1 bed · 1 bath,23561865,Tania,Kreis 1,Rathaus,47.37137,8.54622,Entire home/apt,110,2,20,2022-05-12,0.22,55,24,0,
9299992,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,45893761,Coco,Kreis 6,Oberstrass,47.38281,8.54858,Private room,91,2,25,2023-06-14,0.42,1,115,13,
9336821,Tiny home in Zürich · ★4.95 · 1 bedroom · 2 beds · 1 bath,48459312,Line,Kreis 12,Schwamendingen-Mitte,47.40191,8.57638,Entire home/apt,199,2,37,2023-06-11,0.43,2,299,7,
9338171,Tiny home in Zürich · ★4.93 · 1 bedroom · 2 beds · 1 bath,48459312,Line,Kreis 12,Hirzenbach,47.40066,8.57714,Entire home/apt,199,2,27,2022-10-05,0.32,2,301,4,
9357495,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,48543451,Florence,Kreis 4,Langstrasse,47.37665,8.53022,Entire home/apt,156,3,160,2023-06-25,1.74,1,12,30,
9519509,Villa in Zürich · ★4.69 · 1 bedroom · 1 bed · 2 baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.38165,8.55164,Private room,130,1,35,2023-02-09,0.40,14,326,3,
9520586,Villa in Zürich · ★4.56 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37788,8.56047,Private room,120,1,16,2023-02-14,0.21,14,327,4,
9526343,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 bath,49352339,Olga,Kreis 6,Unterstrass,47.38938,8.54144,Entire home/apt,95,2,29,2017-08-24,0.32,1,0,0,
9598058,Rental unit in Zürich · ★4.25 · 1 bedroom · 2 beds · 1 bath,42267449,Zanyar,Kreis 10,Höngg,47.41102,8.48584,Entire home/apt,57,5,5,2018-08-31,0.05,1,0,0,
9783843,Rental unit in Zürich · ★4.81 · 2 bedrooms · 2 beds · 1 bath,23561865,Tania,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,209,2,245,2023-04-29,2.68,55,6,25,
9785013,Rental unit in Zürich · ★4.57 · Studio · 2 beds · 1 bath,13570663,Christian Robert,Kreis 1,City,47.37036,8.5342,Entire home/apt,120,4,97,2023-04-28,1.06,34,353,4,
9892141,Boutique hotel in Zürich · ★4.75 · 1 bedroom · 1 bed · 0 shared baths,50884548,Platzhirsch,Kreis 1,Rathaus,47.37358,8.544,Hotel room,125,1,440,2023-06-14,4.86,3,283,250,
9929768,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40805,8.54772,Entire home/apt,575,1,2,2021-07-30,0.03,103,248,0,
9988400,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,9494584,Clara,Kreis 8,Mühlebach,47.36559,8.54869,Entire home/apt,108,1,6,2022-09-04,0.07,2,0,2,
10005298,Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40807,8.54763,Entire home/apt,575,1,6,2022-11-17,0.07,103,190,1,
10006040,Rental unit in Zürich · ★3.80 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40805,8.5476,Entire home/apt,575,1,5,2020-12-13,0.06,103,303,0,
10006714,Rental unit in Zürich · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40806,8.54758,Entire home/apt,575,1,2,2017-11-24,0.03,103,209,0,
10047320,Boutique hotel in Zürich · ★4.78 · 1 bedroom · 1 bed · 1 private bath,50884548,Platzhirsch,Kreis 1,Rathaus,47.37358,8.544,Hotel room,175,1,23,2023-06-13,0.37,3,219,16,
10095770,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,18327045,Michal,Kreis 3,Sihlfeld,47.37472,8.51771,Private room,57,12,105,2022-09-17,1.16,3,0,4,
10121853,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,10082038,Filippo,Kreis 10,Wipkingen,47.39464,8.52482,Entire home/apt,95,1,5,2021-07-07,0.06,1,0,0,
10276926,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1499929,Björn,Kreis 5,Gewerbeschule,47.38485,8.52455,Private room,76,1,153,2023-05-28,1.74,1,16,23,
10382963,Rental unit in Zürich · ★4.79 · 3 bedrooms · 3 beds · 2.5 baths,475053,James,Kreis 1,Rathaus,47.36945,8.54503,Entire home/apt,754,1,105,2023-06-23,1.16,16,326,27,
10383470,Loft in Zürich · 1 bedroom · 1 bed · 1.5 baths,4452206,Louisa,Kreis 9,Altstetten,47.39012,8.49562,Private room,90,2,2,2016-05-13,0.02,1,362,0,
10418945,Rental unit in Zürich · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,15136409,Fabienne,Kreis 2,Enge,47.35932,8.52634,Private room,75,2,18,2017-09-23,0.20,1,0,0,
10506470,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 2 baths,54170965,Asa,Kreis 8,Seefeld,47.36204,8.54883,Entire home/apt,390,6,9,2023-04-16,0.10,1,191,4,
10701017,Home in Zürich · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,54829910,Reisemuus,Kreis 2,Wollishofen,47.34258,8.52317,Entire home/apt,69,1,63,2022-06-22,0.71,1,181,0,
10704449,Rental unit in Zürich · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,16814424,Maria  C,Kreis 6,Unterstrass,47.38096,8.5439,Entire home/apt,185,1,81,2021-01-05,0.91,1,0,0,
10720130,Home in Zürich · ★4.75 · 1 bedroom · 1 bed · 2 baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.3774,8.55989,Private room,100,1,4,2022-07-31,0.13,14,256,2,
10762056,Rental unit in Zürich · ★4.50 · 2 bedrooms · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37485,8.5441,Entire home/apt,575,1,10,2023-01-05,0.18,103,332,1,
10871301,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,23561865,Tania,Kreis 8,Seefeld,47.36215,8.54946,Entire home/apt,175,2,150,2023-06-24,1.70,55,1,26,
10892010,Rental unit in Zürich · ★4.80 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,575,1,25,2023-05-23,0.32,103,264,5,
10973187,Rental unit in Zürich · ★4.92 · 2 bedrooms · 2 beds · 1 bath,56932925,Hyesook,Kreis 5,Gewerbeschule,47.38165,8.53305,Entire home/apt,220,3,312,2023-06-21,3.52,2,212,64,
11015954,Rental unit in Zürich · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,33549886,Andreas,Kreis 5,Gewerbeschule,47.38554,8.52551,Private room,74,3,16,2022-12-06,0.27,1,271,5,
11075723,Rental unit in Zürich · ★4.79 · 2 bedrooms · 3 beds · 1 bath,23561865,Tania,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,198,2,105,2023-06-21,1.20,55,6,52,
11128754,Loft in Zürich · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,521258,Beatrice,Kreis 4,Langstrasse,47.3763,8.52051,Private room,50,2,9,2021-07-18,0.11,1,0,0,
11221242,Condo in Zürich · 1 bedroom · 1 bath,29087804,Cintia,Kreis 8,Seefeld,47.36029,8.55096,Entire home/apt,150,7,0,,,1,0,0,
11266276,Rental unit in Zürich · ★4.72 · Studio · 1 bath,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,Entire home/apt,100,7,25,2023-01-31,0.29,39,80,6,
11307775,Rental unit in Zürich · 2 bedrooms · 4 beds · 2 baths,59121805,Roland,Kreis 9,Altstetten,47.39785,8.50014,Entire home/apt,350,180,0,,,1,365,0,
