id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
54176694,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,437392803,Bruno,Kreis 11,Seebach,47.42575,8.55397,Entire home/apt,50,60,0,,,1,25,0,
54179448,Serviced apartment in Zürich · ★4.31 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 1,Rathaus,47.36834,8.54676,Entire home/apt,89,7,16,2023-05-28,1.22,27,300,13,
54179450,Serviced apartment in Zürich · ★4.29 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.37532,8.51496,Entire home/apt,95,7,7,2023-03-18,0.55,27,113,5,
54189024,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,58064165,Khalil,Kreis 9,Altstetten,47.38967,8.49183,Entire home/apt,119,3,2,2022-10-04,0.12,1,0,1,
54196772,Condo in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,386904919,Alina,Kreis 5,Gewerbeschule,47.383759,8.528862,Private room,80,1,8,2022-04-20,0.48,1,168,0,
54212889,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,371679975,Jess,Kreis 4,Langstrasse,47.37877,8.53589,Entire home/apt,140,30,3,2022-09-23,0.20,1,334,2,
54244320,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,13514718,Ramona,Kreis 3,Friesenberg,47.35721,8.51296,Entire home/apt,500,3,0,,,1,88,0,
54290928,Villa in Zürich · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,303406613,Christina,Kreis 11,Oerlikon,47.410255432128906,8.530701637268066,Private room,187,1,8,2023-06-15,0.61,4,340,7,
54290937,Villa in Zürich · 1 bedroom · 3 beds · 1.5 shared baths,303406613,Christina,Kreis 11,Oerlikon,47.410255432128906,8.530701637268066,Private room,197,1,2,2023-06-14,0.15,4,340,1,
54306636,Villa in Zürich · ★4.88 · 3 bedrooms · 8 beds · 1.5 baths,303406613,Christina,Kreis 11,Oerlikon,47.40966,8.53012,Entire home/apt,707,1,24,2023-06-10,1.41,4,340,12,
54324510,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,90399530,Daniella,Kreis 10,Höngg,47.402916,8.494218,Entire home/apt,309,7,5,2023-04-23,0.32,14,300,1,
54329374,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,27536619,Katharina,Kreis 7,Hottingen,47.36967,8.56636,Entire home/apt,130,2,0,,,1,28,0,
54337925,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath,348810554,Blä,Kreis 3,Sihlfeld,47.36935,8.50368,Private room,48,5,0,,,1,148,0,
54339467,Rental unit in Zürich · ★4.34 · 1 bedroom · 1 bed · 1 bath,60237514,Paul,Kreis 7,Hottingen,47.36774,8.55857,Entire home/apt,103,2,71,2023-06-09,4.43,2,68,58,
54368874,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths,328938369,Fahri,Kreis 3,Alt-Wiedikon,47.36768,8.5194,Entire home/apt,100,5,1,2023-01-04,0.17,1,0,1,
54403948,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,441014800,Antonio,Kreis 7,Hottingen,47.36966,8.54981,Private room,104,1,154,2023-06-25,9.20,2,40,112,
537803126344953148,Condo in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,158390619,Nathalie,Kreis 6,Oberstrass,47.38471,8.55417,Entire home/apt,200,3,5,2023-06-17,0.34,1,357,2,
541900335188586391,Condo in Zürich · 1 bedroom · 2 beds · 1 bath,440867673,Anna,Kreis 2,Enge,47.36109,8.5258,Entire home/apt,146,21,1,2023-06-04,1,3,341,1,
541926927389847045,Serviced apartment in Zürich · ★4.44 · 3 bedrooms · 3 beds · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.409939,8.541599,Entire home/apt,180,7,9,2023-06-18,0.55,27,295,7,
543368563574489208,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,362880717,Caspar,Kreis 5,Gewerbeschule,47.38233,8.53029,Entire home/apt,90,20,0,,,1,81,0,
545658658234931615,Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1.5 baths,177832099,Carmen,Kreis 3,Sihlfeld,47.37179,8.5148,Entire home/apt,190,2,0,,,1,117,0,
547087982971728334,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,39029806,Daniel,Kreis 11,Seebach,47.41493,8.55934,Private room,115,1,1,2023-05-24,0.81,2,0,1,
547578653703132865,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,142652075,Lazhar,Kreis 11,Seebach,47.41843,8.54377,Private room,98,6,0,,,7,0,0,
548520862251765873,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,442241722,Heidemarie,Kreis 5,Gewerbeschule,47.38115,8.53333,Entire home/apt,95,3,0,,,1,324,0,
548937439323397818,Hotel in Zürich · 1 bedroom · 1 bed · 1.5 baths,41341946,Suzanne,Kreis 8,Weinegg,47.36277,8.556181,Private room,375,5,0,,,1,364,0,
548945429975397671,Boutique hotel in Zürich · 1 bedroom · 1 bed · 1 private bath,373578770,Alma,Kreis 8,Seefeld,47.3611,8.54893,Private room,1500,1,0,,,1,317,0,
549665422143102414,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,373828896,Michelli,Kreis 5,Gewerbeschule,47.38557,8.52839,Entire home/apt,79,4,6,2023-03-18,0.35,1,12,3,
549791594248228138,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,317937836,Seven,Kreis 12,Saatlen,47.41052,8.5686,Entire home/apt,80,4,1,2022-02-27,0.06,1,316,0,
551221363248313351,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,9662969,Agnès,Kreis 6,Unterstrass,47.38858,8.53786,Private room,68,30,8,2022-06-10,0.49,1,272,0,
551979651261017748,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths,434204093,Blueground,Kreis 4,Langstrasse,47.374192,8.530747400000001,Entire home/apt,173,30,0,,,79,304,0,
552719518077438912,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 6,Unterstrass,47.3990426,8.540756199999999,Entire home/apt,126,30,0,,,79,330,0,
554151903106655417,Rental unit in Zürich · 3 bedrooms · 3 beds · 2 baths,151693991,Sinha‘S Swiss,Kreis 11,Seebach,47.42346,8.54124,Entire home/apt,345,2,1,2023-05-24,0.81,4,0,1,
554766730267752318,Rental unit in Zürich · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,14668334,Lea,Kreis 4,Langstrasse,47.37706,8.52435,Private room,61,1,43,2023-05-02,2.72,3,0,40,
554819065932635093,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,151693991,Sinha‘S Swiss,Kreis 12,Hirzenbach,47.40495,8.57884,Entire home/apt,230,2,0,,,4,0,0,
554941970877456108,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,11474310,Yannick,Kreis 3,Sihlfeld,47.3725,8.5139,Entire home/apt,90,5,2,2023-05-28,0.14,1,12,1,
556245598742535653,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,43582039,Siobhan,Kreis 3,Friesenberg,47.35502,8.50776,Private room,75,2,10,2023-06-14,0.63,1,44,7,
557841279444589714,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,151693991,Sinha‘S Swiss,Kreis 3,Alt-Wiedikon,47.36725,8.51969,Entire home/apt,165,2,0,,,4,10,0,
558422101620654584,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,434204093,Blueground,Kreis 4,Langstrasse,47.3787096,8.5218027,Entire home/apt,207,30,0,,,79,229,0,
559048728344407046,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,39464144,Ingrid,Kreis 6,Oberstrass,47.39725,8.55331,Private room,50,10,2,2022-07-31,0.14,2,129,1,
559879395865406055,Condo in Zürich · 1 bedroom · 1 bed · 1 bath,19735327,Hamza,Kreis 3,Alt-Wiedikon,47.36833,8.50758,Entire home/apt,75,9,1,2022-03-20,0.06,1,214,0,
560087323269456234,Rental unit in Zürich · ★4.33 · 1 bedroom · 3 beds · 1 bath,157613362,Valerie,Kreis 3,Sihlfeld,47.37235,8.52007,Entire home/apt,193,2,15,2023-05-21,0.90,1,115,5,
561485600147224542,Loft in Zürich · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,33492850,Denise,Kreis 6,Unterstrass,47.39088,8.5392,Entire home/apt,164,3,7,2023-04-18,0.63,1,0,7,
563574040821276452,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3693625,8.5210888,Entire home/apt,180,30,0,,,79,118,0,
564099829029576833,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 bath,23561865,Tania,Kreis 7,Hirslanden,47.36114,8.56495,Entire home/apt,166,2,16,2023-05-28,1.01,55,33,14,
564216165769632389,Rental unit in Zürich · 2 bedrooms · 3 beds · 1 bath,3777949,Sepp,Kreis 10,Wipkingen,47.39385,8.53181,Entire home/apt,235,14,1,2022-02-27,0.06,1,140,0,
564922422065575393,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 4,Werd,47.3708327,8.5260334,Entire home/apt,153,30,0,,,79,311,0,
565194134994392014,Rental unit in Zürich · 2 bedrooms · 1 bed · 1 bath,185009114,Chantelle,Kreis 7,Witikon,47.35835,8.59633,Entire home/apt,120,3,0,,,1,13,0,
566305751073543970,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,5248440,Deborah,Kreis 4,Langstrasse,47.37899,8.53615,Entire home/apt,178,6,7,2022-07-15,0.44,1,0,3,
566426383741128740,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,432707854,Jack,Kreis 11,Oerlikon,47.40917,8.5383,Entire home/apt,105,7,4,2023-03-14,0.26,2,323,3,
566451683666196351,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,17835239,Bertrand,Kreis 8,Mühlebach,47.35348,8.55869,Entire home/apt,184,12,0,,,1,226,0,
567356657811110556,Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 bath,371008290,Sonia,Kreis 6,Unterstrass,47.395199,8.545024,Entire home/apt,90,1,93,2023-06-26,5.74,6,104,75,
567386344857471286,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,34192304,Benjamin,Kreis 4,Langstrasse,47.3752,8.52685,Private room,181,2,1,2022-04-03,0.07,5,23,0,
567407316621376533,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,34192304,Benjamin,Kreis 4,Langstrasse,47.376286,8.526173,Entire home/apt,360,3,2,2022-07-16,0.17,5,41,2,
567993118012044130,Condo in Zürich · ★4.88 · 2 bedrooms · 1 bed · 1.5 baths,4722033,Cesare,Kreis 3,Alt-Wiedikon,47.36385,8.52109,Entire home/apt,250,2,33,2023-06-11,2.08,1,58,22,
568479607914590428,Rental unit in Zürich · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,115667703,Manuel,Kreis 6,Unterstrass,47.38438,8.53864,Private room,110,1,47,2022-08-20,2.90,1,20,9,
568707206326908466,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,2942097,Felicitas,Kreis 6,Oberstrass,47.38304,8.55055,Entire home/apt,115,7,8,2023-06-14,0.70,1,92,8,
569385070028558835,Rental unit in Zürich · ★4.77 · 1 bedroom · 1 bed · 1 bath,23561865,Tania,Kreis 3,Sihlfeld,47.37236,8.519851,Entire home/apt,173,2,22,2023-06-22,1.38,55,15,15,
570347810853273039,Condo in Zürich · ★4.74 · 1 bedroom · 1 bed · 1 bath,5939421,Maryna,Kreis 1,Hochschulen,47.36977,8.54827,Entire home/apt,98,3,19,2023-06-23,1.22,1,332,17,
571689725226581323,Rental unit in Zürich · ★4.77 · 2 bedrooms · 2 beds · 1 bath,122143687,Jens,Kreis 6,Unterstrass,47.39563,8.54037,Entire home/apt,190,3,13,2023-04-30,0.82,1,0,8,
572963556507335567,Rental unit in Zürich · 4 bedrooms · 5 beds · 1 bath,9611828,Daniela,Kreis 9,Altstetten,47.39928,8.48305,Entire home/apt,500,5,2,2023-01-02,0.19,1,75,2,
572964341578538993,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,46319652,Camille,Kreis 2,Enge,47.36474,8.53202,Entire home/apt,255,2,2,2023-06-19,2,1,109,2,
573892075149063706,Rental unit in Zürich · ★4.86 · 3 bedrooms · 3 beds · 1 bath,46763838,Martin,Kreis 10,Höngg,47.40516,8.50499,Entire home/apt,201,2,57,2023-06-13,3.62,1,299,45,
574255825186843053,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,29735064,Marie Jeanne,Kreis 2,Wollishofen,47.33753,8.53529,Private room,500,1,0,,,1,0,0,
576558264235546348,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,1348435,Rafael,Kreis 11,Oerlikon,47.41364,8.54353,Entire home/apt,150,2,11,2023-06-16,0.70,7,360,6,
576697377128619584,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,38669185,Amelie,Kreis 7,Witikon,47.35905,8.58999,Private room,85,3,4,2022-08-14,0.27,2,357,2,
576745986485906233,Rental unit in Zürich · ★5.0 · Studio · 1 bed · 1 bath,49014599,Ralph,Kreis 3,Sihlfeld,47.37332,8.51724,Entire home/apt,130,4,7,2023-06-11,0.47,1,0,6,
576748573947061504,Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath,380821841,Artur,Kreis 7,Witikon,47.35868,8.5819,Private room,165,1,1,2023-06-14,1,1,364,1,
576882718670997668,Condo in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 bath,4726161,Roberta,Kreis 3,Sihlfeld,47.3701,8.52123,Entire home/apt,185,1,20,2023-03-30,1.35,1,0,11,
577287866696408149,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,38218137,Lorena,Kreis 7,Witikon,47.35886,8.57782,Entire home/apt,99,28,0,,,1,0,0,
578001105444473594,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 11,Oerlikon,47.4072565,8.5514417,Entire home/apt,158,30,0,,,79,365,0,
578278992170302067,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,3540116,Roger,Kreis 3,Sihlfeld,47.371239,8.50806,Entire home/apt,117,3,4,2023-06-25,0.42,1,1,4,
578994657601085862,Rental unit in Zürich · ★4.51 · 1 bedroom · 1 bed · 1.5 baths,337594479,Samson,Kreis 3,Sihlfeld,47.37373,8.51305,Entire home/apt,118,2,45,2023-06-15,2.88,1,54,26,
579027196800062224,Place to stay in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 private bath,15022767,Melanie,Kreis 4,Langstrasse,47.38065,8.52647,Private room,139,1,116,2023-06-14,7.34,1,68,92,
580040092966431144,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,13989108,Avjana,Kreis 5,Escher Wyss,47.39026,8.51602,Entire home/apt,281,10,6,2023-06-22,0.44,1,359,5,
583015218437056036,Condo in Zürich · ★4.79 · 2 bedrooms · 4 beds · Shared half-bath,67421613,Jung Soo,Kreis 11,Oerlikon,47.40851,8.55349,Private room,40,1,34,2023-06-22,2.24,3,6,25,
584516280910117359,Home in Zürich · ★4.89 · 1 bedroom · 2 beds · 2 baths,13772621,Jonny,Kreis 8,Mühlebach,47.34842,8.56403,Entire home/apt,235,1,19,2022-10-31,1.26,1,79,11,
586968193391505307,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,3387193,Dorothea,Kreis 6,Oberstrass,47.38335,8.54938,Private room,89,2,43,2023-06-14,4.16,2,21,43,
589068098936647987,Loft in Zürich · ★4.41 · 2 bedrooms · 3 beds · 1 bath,41809244,Pietro,Kreis 6,Unterstrass,47.39064,8.5378,Entire home/apt,189,2,17,2023-05-21,1.22,1,25,13,
590431875461610408,Rental unit in Zürich · ★4.42 · 1 bedroom · 2 beds · 1 bath,420370006,Kamila,Kreis 2,Enge,47.3607,8.53279,Entire home/apt,200,1,93,2023-06-28,6.72,20,100,82,
590568458431108696,Rental unit in Zürich · ★4.84 · 1 bedroom · 4 beds · 1 bath,348327394,Saschja,Kreis 6,Oberstrass,47.39307,8.54667,Entire home/apt,154,3,64,2023-06-23,4.38,4,187,48,
590987942347195954,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,7754986,Carmen,Kreis 5,Escher Wyss,47.38929,8.52376,Entire home/apt,160,3,4,2023-04-21,0.51,1,11,4,
590995377409304753,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,107649824,Laurent,Kreis 7,Hottingen,47.36568,8.55492,Entire home/apt,150,7,1,2022-06-14,0.08,1,351,0,
591783012806354056,Rental unit in Zürich · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,36859905,Nathan,Kreis 11,Affoltern,47.420204,8.504271,Private room,60,1,21,2023-06-22,2.78,1,5,21,
592610693256182771,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 bath,93594165,Marianne,Kreis 4,Hard,47.376202,8.516135,Entire home/apt,154,2,59,2023-06-27,4.36,1,101,54,
593818350900789862,Condo in Zürich · ★4.91 · 2 bedrooms · 2 beds · 1 bath,4695440,Dominik,Kreis 11,Oerlikon,47.40757,8.55406,Entire home/apt,201,3,11,2023-06-15,1.39,1,174,11,
595464579612245095,Rental unit in Zürich · ★4.67 · 2 bedrooms · 2 beds · 1 bath,1229459,Novac Solutions GmbH,Kreis 8,Weinegg,47.36069,8.55978,Entire home/apt,198,2,66,2023-06-26,4.48,40,203,53,
596120655858111910,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,452356390,Yve,Kreis 8,Seefeld,47.35483,8.55537,Private room,100,1,35,2023-06-28,2.36,1,168,30,
596993509818384268,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,7030232,Janna,Kreis 5,Gewerbeschule,47.3858,8.52668,Entire home/apt,280,4,1,2022-07-16,0.09,2,0,1,
597113967696802812,Condo in Zürich · ★4.75 · Studio · 1 bed · 1 bath,144670030,Luiz Fernando,Kreis 10,Höngg,47.40793,8.49206,Entire home/apt,80,2,24,2023-06-20,1.88,1,0,17,
598468675153452910,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,21118064,Val,Kreis 4,Langstrasse,47.3752,8.52918,Entire home/apt,120,4,3,2022-05-22,0.21,1,0,0,
598510790872486016,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,1348435,Rafael,Kreis 7,Hottingen,47.37082,8.55322,Entire home/apt,150,3,2,2023-06-12,0.40,7,210,2,
599045269410451379,Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths,434204093,Blueground,Kreis 2,Wollishofen,47.33942039999999,8.518288199999999,Entire home/apt,282,30,1,2022-09-30,0.11,79,71,1,
599234527069308328,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,48651315,Manon,Kreis 6,Oberstrass,47.37899,8.54571,Entire home/apt,125,2,6,2023-01-01,0.48,1,13,5,
599609062368738052,Boutique hotel in Zürich · ★4.81 · 1 bedroom · 3 beds · 1 private bath,249607672,Swiss Night,Kreis 7,Hottingen,47.36967,8.55171,Private room,842,1,21,2023-06-05,1.62,2,341,19,
599974705648567963,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,371008290,Sonia,Kreis 4,Hard,47.380001,8.507076,Entire home/apt,85,1,114,2023-06-24,7.95,6,87,97,
601071894403005782,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,11601417,Fabienne,Kreis 6,Unterstrass,47.3915,8.53832,Entire home/apt,125,5,2,2022-09-15,0.16,1,20,1,
601274892905944657,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2892137,Irene,Kreis 5,Gewerbeschule,47.38328,8.52867,Private room,96,2,4,2022-06-22,0.27,2,31,0,
601820637000876851,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,453567330,Waheed,Kreis 11,Seebach,47.42748,8.54903,Entire home/apt,135,2,29,2023-06-16,1.99,1,114,22,
602105292482572265,Condo in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,30495632,Simon,Kreis 4,Langstrasse,47.37757,8.5235,Entire home/apt,155,5,3,2023-06-06,0.31,1,31,3,
602551672322761005,Rental unit in Zürich · 4 bedrooms · 4 beds · 3.5 baths,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.36043,8.52183,Entire home/apt,1415,7,1,2023-05-26,0.86,14,355,1,
602777194891984917,Bed and breakfast in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,443850095,Pearl,Kreis 2,Enge,47.35562,8.52942,Private room,150,1,20,2023-06-10,1.42,1,359,15,
603312145820785542,Rental unit in Zürich · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,12083224,Janine,Kreis 9,Albisrieden,47.36991,8.49332,Private room,65,1,21,2023-06-24,1.55,2,320,18,
603366244501423524,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 8,Weinegg,47.36151479999999,8.560155500000002,Entire home/apt,184,30,0,,,79,227,0,
604057800222565769,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.38531769999999,8.4938127,Entire home/apt,171,30,0,,,79,209,0,
604183026129531659,Rental unit in Zürich · ★4.56 · 2 bedrooms · 2 beds · 1 bath,1229459,Novac Solutions GmbH,Kreis 6,Oberstrass,47.38119,8.54492,Entire home/apt,258,2,50,2023-06-19,3.42,40,25,46,
604229077653862961,Rental unit in Zürich · ★4.40 · 2 bedrooms · 2 beds · 1.5 baths,1229459,Novac Solutions GmbH,Kreis 6,Oberstrass,47.38005,8.54661,Entire home/apt,249,2,45,2023-06-15,3.13,40,40,34,
604791667764708746,Condo in Zürich · 1 bedroom · 1 bed · 1 bath,327997,Elisaveta Maria,Kreis 12,Schwamendingen-Mitte,47.40673,8.56936,Entire home/apt,90,2,2,2022-09-23,0.15,1,86,1,
605348026859680346,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,1605276,Pauline,Kreis 3,Sihlfeld,47.37534,8.51366,Private room,60,5,0,,,1,167,0,
607028504137988638,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 private bath,273328456,Grazyna,Kreis 11,Affoltern,47.40939,8.52495,Private room,65,2,38,2023-06-25,2.66,2,40,34,
607943478838147035,Condo in Zürich · 2 bedrooms · 3 beds · 1 bath,4255729,Maria Clara,Kreis 6,Unterstrass,47.38474,8.54349,Entire home/apt,357,5,1,2022-06-27,0.08,1,347,0,
607996501116383707,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,368690113,Jasmin,Kreis 11,Affoltern,47.413979,8.520715,Entire home/apt,67,7,8,2023-04-29,0.57,1,74,1,
608659387204347344,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,57763201,Suzane,Kreis 2,Enge,47.36031,8.52967,Entire home/apt,208,10,0,,,1,21,0,
609115979043696873,Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,149261897,Murielle,Kreis 4,Hard,47.38376,8.50773,Private room,70,3,12,2023-06-09,0.88,1,0,9,
609187746656396937,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 bath,1348435,Rafael,Kreis 8,Mühlebach,47.36297,8.55133,Entire home/apt,154,3,11,2023-01-05,0.77,7,314,10,
610476869049419611,Rental unit in Zürich · ★4.79 · 2 bedrooms · 3 beds · 1 bath,15038541,Cher.,Kreis 4,Langstrasse,47.37467,8.52076,Entire home/apt,248,1,75,2023-01-03,5.47,8,128,60,
611362528720663631,Condo in Zürich · 2 bedrooms · 2 beds · 1 bath,467512,Daniel,Kreis 7,Witikon,47.36,8.58082,Entire home/apt,220,5,1,2022-07-16,0.09,1,47,1,
611493467746031797,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,34251012,Mark,Kreis 4,Langstrasse,47.373943,8.531517,Entire home/apt,130,14,0,,,1,274,0,
611985594265099039,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Friesenberg,47.35963,8.49896,Entire home/apt,160,6,3,2023-06-24,0.40,10,301,3,
612001841916872417,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Friesenberg,47.35916,8.4975,Entire home/apt,160,6,7,2022-12-09,0.51,10,301,6,
612242658839153724,Rental unit in Zürich · ★4.64 · 1 bedroom · 1 bed · 1 bath,1229459,Novac Solutions GmbH,Kreis 7,Hirslanden,47.36185,8.56097,Entire home/apt,194,2,14,2023-02-12,1.08,40,188,13,
612807585249400196,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,455760878,Juli,Kreis 12,Schwamendingen-Mitte,47.40851,8.57308,Entire home/apt,119,2,3,2022-08-28,0.27,1,41,3,
612810100807159979,Rental unit in Zürich · ★4.92 · 1 bedroom · 2 beds · 1 private bath,89063652,Ernst,Kreis 7,Hirslanden,47.363106,8.560724,Private room,72,2,51,2023-06-28,3.68,1,304,40,
613557962134314623,Hotel in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,322266523,Krone,Kreis 1,Rathaus,47.37445,8.54364,Private room,80,3,20,2023-06-20,1.52,9,20,18,
614184104934824500,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,400394761,Sebastien,Kreis 4,Langstrasse,47.37574005126953,8.52796745300293,Entire home/apt,250,14,1,2023-05-31,1,1,271,1,
614486919328611109,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,23231454,Yann,Kreis 11,Seebach,47.42659,8.54396,Entire home/apt,80,5,0,,,1,0,0,
616336390630144569,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,31603500,Alexander,Kreis 7,Hottingen,47.367218,8.5523,Entire home/apt,230,3,6,2023-02-18,0.55,1,36,6,
616448261960083566,Hotel in Zürich · 1 bedroom · 2 beds · 1 private bath,182132458,Kurt,Kreis 9,Altstetten,47.38269,8.4925,Private room,234,3,0,,,4,298,0,
616466135775693668,Hotel in Zürich · 1 bedroom · 3 beds · 1 private bath,182132458,Kurt,Kreis 9,Altstetten,47.38281,8.49184,Private room,244,3,1,2022-06-01,0.08,4,283,0,
617877133324898745,Condo in Zürich · ★4.91 · Studio · 1 bed · 1.5 baths,457076218,Teresa,Kreis 5,Gewerbeschule,47.38402,8.53252,Entire home/apt,104,2,45,2023-06-23,3.28,1,17,40,
620009155757784346,Condo in Zürich · 1 bedroom · 2 beds · 1 bath,21430889,Alex,Kreis 6,Unterstrass,47.39899,8.53786,Entire home/apt,300,2,1,2022-06-19,0.08,1,51,0,
620855721492618230,Rental unit in Zürich · 1 bedroom · 2 beds · 1.5 baths,303096692,July,Kreis 12,Schwamendingen-Mitte,47.40602,8.56548,Private room,99,2,1,2022-06-12,0.08,3,47,0,
621537847962225046,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,441014800,Antonio,Kreis 1,Rathaus,47.37438,8.5447,Entire home/apt,186,1,124,2023-06-25,9.12,2,55,112,
