"id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","MunicipalityBFSNr","FactsEnglish","OffencesTotal","Residents","BurglariesPerResident","avg.price"
45248259,"Rental unit in Zürich · ★4.40 · 1 bedroom · 1 bed · 1 shared bath","Kreis 4","Langstrasse",47.379,8.53074,"Private room",90,261,"TotalCrime",303,27765,0.010913019989195,1656
45653531,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 2 baths","Kreis 2","Enge",47.36512,8.52639,"Entire home/apt",194,261,"TotalCrime",251,35494,0.00707161773820927,1803
45766108,"Serviced apartment in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath","Kreis 3","Sihlfeld",47.37322,8.52101,"Entire home/apt",249,261,"TotalCrime",304,48865,0.00622122173334698,1564
45888836,"Condo in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 6","Unterstrass",47.3980817,8.5387266,"Entire home/apt",240,261,"TotalCrime",221,33665,0.00656468141987227,1731
47560730,"Rental unit in Zürich · ★4.75 · 2 bedrooms · 3 beds · 1 bath","Kreis 7","Witikon",47.36111,8.60136,"Entire home/apt",115,261,"TotalCrime",184,37662,0.00488556104296107,1992
48310122,"Condo in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 shared bath","Kreis 6","Oberstrass",47.38136,8.54794,"Private room",96,261,"TotalCrime",221,33665,0.00656468141987227,1731
50070881,"Condo in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 6","Unterstrass",47.39046,8.53733,"Entire home/apt",130,261,"TotalCrime",221,33665,0.00656468141987227,1731
50357188,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 11","Oerlikon",47.40871,8.54277,"Entire home/apt",120,261,"TotalCrime",400,73223,0.00546276443194078,1540
50388868,"Rental unit in Zürich · 1 bedroom · 1 bath","Kreis 8","Seefeld",47.36381,8.54823,"Entire home/apt",81,261,"TotalCrime",107,17152,0.00623833955223881,2237
50522495,"casa particular in Zürich · ★5.0 · 1 bedroom · 2 shared baths","Kreis 9","Altstetten",47.39499,8.49313,"Private room",80,261,"TotalCrime",350,55824,0.00626970478647177,1569
50863391,"Rental unit in Zürich · Studio · 2 beds · 1 bath","Kreis 1","Lindenhof",47.37297,8.54123,"Entire home/apt",145,261,"TotalCrime",153,5411,0.0282757346146738,2317
50964762,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 10","Wipkingen",47.39201,8.52615,"Entire home/apt",1000,261,"TotalCrime",180,39719,0.00453183614894635,1614
50984800,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 2","Wollishofen",47.33284,8.52868,"Entire home/apt",106,261,"TotalCrime",251,35494,0.00707161773820927,1803
51007218,"Rental unit in Zürich · Studio · 2 beds · 1 bath","Kreis 1","Rathaus",47.37447,8.54585,"Entire home/apt",135,261,"TotalCrime",153,5411,0.0282757346146738,2317
51380585,"Home in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 5","Escher Wyss",47.39347,8.50777,"Entire home/apt",160,261,"TotalCrime",194,15331,0.012654099536886,1801
52360195,"Rental unit in Zürich · ★4.31 · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37236,8.519851,"Entire home/apt",168,261,"TotalCrime",304,48865,0.00622122173334698,1564
52809300,"Rental unit in Zürich · 2 bedrooms · 1 bed · 1 bath","Kreis 12","Saatlen",47.41472,8.5611,"Entire home/apt",73,261,"TotalCrime",114,31402,0.00363034201643207,1254
53636512,"Rental unit in Zürich · ★4.85 · 2 bedrooms · 3 beds · 1.5 baths","Kreis 7","Hirslanden",47.36079,8.56542,"Entire home/apt",189,261,"TotalCrime",184,37662,0.00488556104296107,1992
54337925,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath","Kreis 3","Sihlfeld",47.36935,8.50368,"Private room",48,261,"TotalCrime",304,48865,0.00622122173334698,1564
545658658234931584,"Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1.5 baths","Kreis 3","Sihlfeld",47.37179,8.5148,"Entire home/apt",190,261,"TotalCrime",304,48865,0.00622122173334698,1564
549791594248228160,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 12","Saatlen",47.41052,8.5686,"Entire home/apt",80,261,"TotalCrime",114,31402,0.00363034201643207,1254
554819065932635072,"Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath","Kreis 12","Hirzenbach",47.40495,8.57884,"Entire home/apt",230,261,"TotalCrime",114,31402,0.00363034201643207,1254
568479607914590400,"Rental unit in Zürich · ★4.77 · 1 bedroom · 1 bed · 1 shared bath","Kreis 6","Unterstrass",47.38438,8.53864,"Private room",110,261,"TotalCrime",221,33665,0.00656468141987227,1731
608659387204347392,"Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath","Kreis 2","Enge",47.36031,8.52967,"Entire home/apt",208,261,"TotalCrime",251,35494,0.00707161773820927,1803
612807585249400192,"Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath","Kreis 12","Schwamendingen-Mitte",47.40851,8.57308,"Entire home/apt",119,261,"TotalCrime",114,31402,0.00363034201643207,1254
624588516847543296,"Home in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 3","Friesenberg",47.35402,8.50958,"Entire home/apt",120,261,"TotalCrime",304,48865,0.00622122173334698,1564
628001674065957248,"Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath","Kreis 4","Werd",47.3711,8.5258,"Entire home/apt",105,261,"TotalCrime",303,27765,0.010913019989195,1656
638115605040484608,"Rental unit in Zürich · ★4.92 · 1 bedroom · 2 beds · 1 bath","Kreis 3","Alt-Wiedikon",47.366463189179,8.52193526923656,"Entire home/apt",205,261,"TotalCrime",304,48865,0.00622122173334698,1564
638956856994404096,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 10","Höngg",47.400379,8.492876,"Entire home/apt",105,261,"TotalCrime",180,39719,0.00453183614894635,1614
649656109653101440,"Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","Kreis 4","Langstrasse",47.37532,8.51985,"Entire home/apt",125,261,"TotalCrime",303,27765,0.010913019989195,1656
657690220517571200,"casa particular in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath","Kreis 2","Leimbach",47.3241530566381,8.51485088467598,"Private room",70,261,"TotalCrime",251,35494,0.00707161773820927,1803
660106369008280192,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 4","Langstrasse",47.3775,8.52782,"Entire home/apt",40,261,"TotalCrime",303,27765,0.010913019989195,1656
660124767597040896,"Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 shared bath","Kreis 3","Sihlfeld",47.37207,8.51943,"Private room",130,261,"TotalCrime",304,48865,0.00622122173334698,1564
660784103631802880,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 5","Gewerbeschule",47.38302,8.52866,"Private room",96,261,"TotalCrime",194,15331,0.012654099536886,1801
669593335160853248,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","Kreis 10","Höngg",47.39676,8.51055,"Private room",45,261,"TotalCrime",180,39719,0.00453183614894635,1614
674536043458940160,"Condo in Zürich · ★4.37 · 1 bedroom · 1 bed · 1 bath","Kreis 1","Rathaus",47.3754,8.54263,"Entire home/apt",231,261,"TotalCrime",153,5411,0.0282757346146738,2317
677254070146610688,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 11","Seebach",47.419570632459,8.54299128055573,"Entire home/apt",148,261,"TotalCrime",400,73223,0.00546276443194078,1540
682792272736791168,"Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · Shared half-bath","Kreis 1","Rathaus",47.37269,8.54336,"Private room",120,261,"TotalCrime",153,5411,0.0282757346146738,2317
688327999419127168,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 10","Wipkingen",47.3905194,8.5338428,"Entire home/apt",124,261,"TotalCrime",180,39719,0.00453183614894635,1614
700384773363985920,"Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","Kreis 9","Altstetten",47.3864520867946,8.48926971852417,"Entire home/apt",143,261,"TotalCrime",350,55824,0.00626970478647177,1569
703510591302281600,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath","Kreis 3","Sihlfeld",47.37311,8.51888,"Private room",51,261,"TotalCrime",304,48865,0.00622122173334698,1564
704079167220025984,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 2 baths","Kreis 11","Affoltern",47.4171009349862,8.50389218164599,"Private room",70,261,"TotalCrime",400,73223,0.00546276443194078,1540
721610415656222336,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 9","Altstetten",47.38972,8.49742,"Entire home/apt",231,261,"TotalCrime",350,55824,0.00626970478647177,1569
724412504067901824,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 4","Werd",47.37227,8.5255,"Private room",932,261,"TotalCrime",303,27765,0.010913019989195,1656
741341109978498176,"Serviced apartment in Zürich · 2 bedrooms · 3 beds · 2 baths","Kreis 3","Alt-Wiedikon",47.36808,8.5206,"Entire home/apt",390,261,"TotalCrime",304,48865,0.00622122173334698,1564
741755576158997120,"Loft in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","Kreis 2","Enge",47.35997,8.53213,"Entire home/apt",285,261,"TotalCrime",251,35494,0.00707161773820927,1803
762691909551562368,"Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","Kreis 8","Mühlebach",47.34763,8.56543,"Entire home/apt",80,261,"TotalCrime",107,17152,0.00623833955223881,2237
774610401344408704,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 1","Lindenhof",47.37454,8.54095,"Entire home/apt",121,261,"TotalCrime",153,5411,0.0282757346146738,2317
775177341165346304,"Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths","Kreis 3","Alt-Wiedikon",47.3665811,8.5130108,"Entire home/apt",93,261,"TotalCrime",304,48865,0.00622122173334698,1564
781758928652755968,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hottingen",47.36691,8.56536,"Entire home/apt",150,261,"TotalCrime",184,37662,0.00488556104296107,1992
782419754263004928,"Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath","Kreis 1","Rathaus",47.37384,8.54451,"Entire home/apt",260,261,"TotalCrime",153,5411,0.0282757346146738,2317
782769077802230784,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 1","Rathaus",47.37476,8.54265,"Entire home/apt",285,261,"TotalCrime",153,5411,0.0282757346146738,2317
796312598977684352,"Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath","Kreis 5","Escher Wyss",47.3912343633744,8.52007046341896,"Private room",200,261,"TotalCrime",194,15331,0.012654099536886,1801
800561891437522176,"Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths","Kreis 8","Mühlebach",47.3591318,8.5570135,"Entire home/apt",249,261,"TotalCrime",107,17152,0.00623833955223881,2237
801712530702933120,"Rental unit in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 shared bath","Kreis 2","Enge",47.3541053,8.5263015,"Private room",60,261,"TotalCrime",251,35494,0.00707161773820927,1803
802224120685951488,"Rental unit in Zürich · 2 bedrooms · 3 beds · 2.5 baths","Kreis 6","Unterstrass",47.40151,8.54399,"Entire home/apt",180,261,"TotalCrime",221,33665,0.00656468141987227,1731
802734260987922560,"Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths","Kreis 2","Enge",47.35865,8.52856,"Entire home/apt",280,261,"TotalCrime",251,35494,0.00707161773820927,1803
806507111272226816,"Rental unit in Zürich · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths","Kreis 6","Oberstrass",47.38416,8.54673,"Private room",240,261,"TotalCrime",221,33665,0.00656468141987227,1731
807062808591954944,"Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","Kreis 4","Hard",47.3795776308678,8.51834526069828,"Entire home/apt",310,261,"TotalCrime",303,27765,0.010913019989195,1656
818945524368259968,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath","Kreis 2","Enge",47.36478,8.53184,"Private room",40,261,"TotalCrime",251,35494,0.00707161773820927,1803
819459667438884224,"Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","Kreis 3","Alt-Wiedikon",47.36714,8.52191,"Entire home/apt",119,261,"TotalCrime",304,48865,0.00622122173334698,1564
824289034935505408,"Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths","Kreis 3","Sihlfeld",47.36876,8.52402,"Entire home/apt",170,261,"TotalCrime",304,48865,0.00622122173334698,1564
826559073027703296,"Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","Kreis 5","Gewerbeschule",47.37993,8.53743,"Private room",138,261,"TotalCrime",194,15331,0.012654099536886,1801
827268614586080000,"Rental unit in Zürich · 1 bedroom · 3 beds · 1.5 baths","Kreis 8","Seefeld",47.36109,8.550345,"Entire home/apt",337,261,"TotalCrime",107,17152,0.00623833955223881,2237
835533785705915264,"Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath","Kreis 1","Hochschulen",47.37686,8.54484,"Entire home/apt",96,261,"TotalCrime",153,5411,0.0282757346146738,2317
835563914603677696,"Rental unit in Zürich · ★4.72 · 1 bedroom · 1 bed · 1 bath","Kreis 1","Rathaus",47.37565,8.54365,"Entire home/apt",129,261,"TotalCrime",153,5411,0.0282757346146738,2317
837512124735705984,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37215,8.50248,"Entire home/apt",82,261,"TotalCrime",304,48865,0.00622122173334698,1564
841258749433274368,"Home in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","Kreis 10","Höngg",47.4148875,8.4747037,"Entire home/apt",171,261,"TotalCrime",180,39719,0.00453183614894635,1614
849861552079479168,"Rental unit in Zürich · 2 bedrooms · 1 bed · 1 private bath","Kreis 2","Wollishofen",47.3362733,8.531162,"Private room",60,261,"TotalCrime",251,35494,0.00707161773820927,1803
854988263677047936,"Rental unit in Zürich · 3 bedrooms · 3 beds · 1.5 baths","Kreis 7","Hirslanden",47.35847,8.57019,"Entire home/apt",234,261,"TotalCrime",184,37662,0.00488556104296107,1992
855804406873291264,"Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37539,8.51585,"Entire home/apt",148,261,"TotalCrime",304,48865,0.00622122173334698,1564
856506414058519680,"Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1 bath","Kreis 2","Enge",47.35676,8.52755,"Entire home/apt",100,261,"TotalCrime",251,35494,0.00707161773820927,1803
859122441664364032,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hottingen",47.37643,8.56902,"Entire home/apt",179,261,"TotalCrime",184,37662,0.00488556104296107,1992
859181370326429952,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 8","Weinegg",47.36182,8.55948,"Entire home/apt",137,261,"TotalCrime",107,17152,0.00623833955223881,2237
859259613311079552,"Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths","Kreis 7","Fluntern",47.38034,8.55649,"Private room",59,261,"TotalCrime",184,37662,0.00488556104296107,1992
859370087727153280,"Rental unit in Zürich · ★4.20 · 1 bedroom · 2 beds · 1 bath","Kreis 3","Sihlfeld",47.37253,8.52036,"Entire home/apt",169,261,"TotalCrime",304,48865,0.00622122173334698,1564
859821205109771520,"Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 bath","Kreis 4","Langstrasse",47.37875,8.52806,"Entire home/apt",83,261,"TotalCrime",303,27765,0.010913019989195,1656
860097895614689152,"Rental unit in Zürich · ★4.50 · 4 bedrooms · 4 beds · 1.5 baths","Kreis 6","Oberstrass",47.38334,8.5465,"Entire home/apt",349,261,"TotalCrime",221,33665,0.00656468141987227,1731
860669329105045888,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","Kreis 4","Langstrasse",47.3784467,8.5285869,"Private room",120,261,"TotalCrime",303,27765,0.010913019989195,1656
860726212437483008,"Rental unit in Zürich · 2 bedrooms · 1 bed · 1 shared bath","Kreis 4","Langstrasse",47.3775974,8.5213521,"Private room",70,261,"TotalCrime",303,27765,0.010913019989195,1656
860823521329212544,"Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath","Kreis 1","Rathaus",47.37113,8.54444,"Entire home/apt",208,261,"TotalCrime",153,5411,0.0282757346146738,2317
860935262137294464,"Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths","Kreis 6","Unterstrass",47.39651,8.54006,"Entire home/apt",161,261,"TotalCrime",221,33665,0.00656468141987227,1731
861388734166879872,"Rental unit in Zürich · 4 bedrooms · 4 beds · 1.5 baths","Kreis 6","Oberstrass",47.38168,8.54719,"Entire home/apt",380,261,"TotalCrime",221,33665,0.00656468141987227,1731
861630703845962240,"Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths","Kreis 10","Wipkingen",47.39264,8.52959,"Entire home/apt",337,261,"TotalCrime",180,39719,0.00453183614894635,1614
862268043573444352,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","Kreis 12","Hirzenbach",47.40355,8.59002,"Private room",62,261,"TotalCrime",114,31402,0.00363034201643207,1254
862807884166203136,"Rental unit in Zürich · ★4.20 · 1 bedroom · 2 beds · 1 bath","Kreis 1","Hochschulen",47.37706,8.54465,"Entire home/apt",118,261,"TotalCrime",153,5411,0.0282757346146738,2317
863047265628738816,"Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath","Kreis 7","Hottingen",47.36758,8.55259,"Entire home/apt",252,261,"TotalCrime",184,37662,0.00488556104296107,1992
863550746070873472,"Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath","Kreis 4","Hard",47.3761995,8.5161349,"Entire home/apt",168,261,"TotalCrime",303,27765,0.010913019989195,1656
863642024722756608,"Rental unit in Zürich · 1 bedroom · 2 beds · 1.5 baths","Kreis 7","Witikon",47.35723,8.59677,"Entire home/apt",230,261,"TotalCrime",184,37662,0.00488556104296107,1992
863678878036397568,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hottingen",47.36535,8.55446,"Entire home/apt",77,261,"TotalCrime",184,37662,0.00488556104296107,1992
864237084149344000,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hirslanden",47.36393,8.56216,"Entire home/apt",120,261,"TotalCrime",184,37662,0.00488556104296107,1992
864284756439316864,"Rental unit in Zürich · 1 bedroom · 1 bed · 2.5 baths","Kreis 8","Seefeld",47.35482,8.55643,"Entire home/apt",105,261,"TotalCrime",107,17152,0.00623833955223881,2237
864392225447162752,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hottingen",47.3659,8.5565,"Entire home/apt",142,261,"TotalCrime",184,37662,0.00488556104296107,1992
865788389123660544,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 4","Langstrasse",47.3804978,8.5277722,"Entire home/apt",130,261,"TotalCrime",303,27765,0.010913019989195,1656
866687221062174848,"Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 private bath","Kreis 9","Altstetten",47.38491,8.49475,"Private room",90,261,"TotalCrime",350,55824,0.00626970478647177,1569
866764058389012224,"Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","Kreis 6","Unterstrass",47.3834969,8.5428054,"Entire home/apt",187,261,"TotalCrime",221,33665,0.00656468141987227,1731
867202081505505024,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 2","Enge",47.35774,8.52599,"Entire home/apt",83,261,"TotalCrime",251,35494,0.00707161773820927,1803
867408094929804928,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","Kreis 10","Wipkingen",47.39384,8.52337,"Entire home/apt",121,261,"TotalCrime",180,39719,0.00453183614894635,1614
867945281467255296,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 5","Gewerbeschule",47.38297,8.53005,"Entire home/apt",120,261,"TotalCrime",194,15331,0.012654099536886,1801
867985670471853312,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 10","Wipkingen",47.3958848,8.5290866,"Entire home/apt",260,261,"TotalCrime",180,39719,0.00453183614894635,1614
869261422741466368,"Rental unit in Zürich · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths","Kreis 1","Lindenhof",47.3703214453622,8.54109026491642,"Entire home/apt",600,261,"TotalCrime",153,5411,0.0282757346146738,2317
870790230345226112,"Rental unit in Zürich · 1 bedroom · 2 beds · 1 shared bath","Kreis 11","Oerlikon",47.40827,8.54511,"Private room",75,261,"TotalCrime",400,73223,0.00546276443194078,1540
870882875774675200,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 10","Wipkingen",47.39166,8.52363,"Entire home/apt",250,261,"TotalCrime",180,39719,0.00453183614894635,1614
871071794845644800,"Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath","Kreis 4","Hard",47.38056,8.51195,"Entire home/apt",101,261,"TotalCrime",303,27765,0.010913019989195,1656
871449544161545472,"Home in Zürich · ★New · 3 bedrooms · 3 beds · 2 baths","Kreis 11","Oerlikon",47.40985,8.53198,"Entire home/apt",128,261,"TotalCrime",400,73223,0.00546276443194078,1540
871543363071448704,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath","Kreis 2","Enge",47.35768,8.53445,"Private room",180,261,"TotalCrime",251,35494,0.00707161773820927,1803
871569367098563200,"Rental unit in Zürich · ★4.80 · 1 bedroom · 2 beds · 1 bath","Kreis 4","Werd",47.3723712,8.5240567,"Entire home/apt",107,261,"TotalCrime",303,27765,0.010913019989195,1656
871729317031123840,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 4","Langstrasse",47.37895,8.5276,"Entire home/apt",160,261,"TotalCrime",303,27765,0.010913019989195,1656
872330956490378496,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 8","Mühlebach",47.3639145405396,8.55160854756832,"Private room",146,261,"TotalCrime",107,17152,0.00623833955223881,2237
872343712931267328,"Rental unit in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 shared bath","Kreis 8","Mühlebach",47.36381,8.55287,"Private room",105,261,"TotalCrime",107,17152,0.00623833955223881,2237
872422813897923584,"Rental unit in Zürich · ★4.68 · 1 bedroom · 2 beds · 1 bath","Kreis 1","Rathaus",47.3710617,8.5436658,"Entire home/apt",162,261,"TotalCrime",153,5411,0.0282757346146738,2317
872521064940552704,"Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 2 shared baths","Kreis 11","Oerlikon",47.40416,8.55197,"Private room",99,261,"TotalCrime",400,73223,0.00546276443194078,1540
872579357215700224,"Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths","Kreis 1","Rathaus",47.3691,8.54583,"Private room",400,261,"TotalCrime",153,5411,0.0282757346146738,2317
873117844498595712,"Rental unit in Zürich · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths","Kreis 7","Hirslanden",47.3634328,8.5676109,"Entire home/apt",352,261,"TotalCrime",184,37662,0.00488556104296107,1992
873234431584694144,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","Kreis 11","Affoltern",47.4176527,8.5081659,"Private room",111,261,"TotalCrime",400,73223,0.00546276443194078,1540
873352562306241792,"Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath","Kreis 11","Affoltern",47.424925758766,8.49932089447975,"Private room",61,261,"TotalCrime",400,73223,0.00546276443194078,1540
873567401515611520,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 3","Friesenberg",47.3651,8.503,"Entire home/apt",179,261,"TotalCrime",304,48865,0.00622122173334698,1564
873724659294392448,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 7","Hottingen",47.3680433,8.5519912,"Entire home/apt",112,261,"TotalCrime",184,37662,0.00488556104296107,1992
874311469779243264,"Rental unit in Zürich · ★4.86 · 1 bedroom · 2 beds · 1 bath","Kreis 4","Langstrasse",47.37457,8.52402,"Entire home/apt",163,261,"TotalCrime",303,27765,0.010913019989195,1656
874394306908557184,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 9","Altstetten",47.39072,8.48456,"Entire home/apt",120,261,"TotalCrime",350,55824,0.00626970478647177,1569
875181727938208256,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.3711662,8.5154747,"Entire home/apt",124,261,"TotalCrime",304,48865,0.00622122173334698,1564
875927347002417536,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 5","Gewerbeschule",47.3857196,8.5283215,"Entire home/apt",150,261,"TotalCrime",194,15331,0.012654099536886,1801
875942176620621952,"Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","Kreis 8","Seefeld",47.355652242709,8.55427043022258,"Entire home/apt",300,261,"TotalCrime",107,17152,0.00623833955223881,2237
876012602984828928,"Rental unit in Zürich · ★New · 2 bedrooms · 3 beds · 1 bath","Kreis 8","Weinegg",47.3555802,8.5745335,"Entire home/apt",279,261,"TotalCrime",107,17152,0.00623833955223881,2237
876111617817116032,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 4","Werd",47.3698995,8.5271242,"Entire home/apt",146,261,"TotalCrime",303,27765,0.010913019989195,1656
876233215992279296,"Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","Kreis 10","Wipkingen",47.39549,8.52009,"Entire home/apt",110,261,"TotalCrime",180,39719,0.00453183614894635,1614
876637964512870400,"Serviced apartment in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37548,8.51538,"Entire home/apt",89,261,"TotalCrime",304,48865,0.00622122173334698,1564
876650755170419584,"Serviced apartment in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37438,8.51514,"Entire home/apt",85,261,"TotalCrime",304,48865,0.00622122173334698,1564
876757020727467520,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 bath","Kreis 6","Oberstrass",47.38241,8.54486,"Entire home/apt",80,261,"TotalCrime",221,33665,0.00656468141987227,1731
877254808035584128,"Rental unit in Zürich · ★4.87 · 1 bedroom · 2 beds · 1 bath","Kreis 1","Rathaus",47.36954,8.54424,"Entire home/apt",486,261,"TotalCrime",153,5411,0.0282757346146738,2317
877315321143587712,"Rental unit in Zürich · ★4.67 · 4 bedrooms · 4 beds · 1.5 baths","Kreis 6","Oberstrass",47.38301,8.54742,"Entire home/apt",444,261,"TotalCrime",221,33665,0.00656468141987227,1731
877328163266323584,"Rental unit in Zürich · ★5.0 · 4 bedrooms · 4 beds · 1.5 baths","Kreis 6","Oberstrass",47.38312,8.54585,"Entire home/apt",389,261,"TotalCrime",221,33665,0.00656468141987227,1731
877505339234133504,"Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath","Kreis 7","Hirslanden",47.3603609,8.5636283,"Private room",61,261,"TotalCrime",184,37662,0.00488556104296107,1992
877983554024971264,"Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath","Kreis 3","Sihlfeld",47.37319,8.51775,"Entire home/apt",194,261,"TotalCrime",304,48865,0.00622122173334698,1564
