"id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price"
27655386,"Villa Kunterbunt","Kreis 11","Oerlikon",47.40757,8.53859,"Private room",240
27833401,"Cozy room with nice view & relax atmosphere","Kreis 7","Hirslanden",47.36043,8.56818,"Private room",59
27894926,"Gästezimmer in Zürich Oerlikon","Kreis 11","Oerlikon",47.41299,8.55808,"Private room",40
27913090,"make yourself at home in the middle of Zürich","Kreis 5","Gewerbeschule",47.384,8.5294,"Private room",95
27986363,"Beautiful room in a loft in the middle of Zurich","Kreis 2","Enge",47.3614,8.5274,"Private room",59
27992631,"New and cosy apartment with everything you desire","Kreis 9","Albisrieden",47.38186,8.4958,"Private room",70
28061232,"Close to public transportation, convenient (2.)","Kreis 6","Unterstrass",47.39901,8.54151,"Private room",60
28143273,"1.5 room apartment in Zurich (SH-2.5L)","Kreis 11","Oerlikon",47.40081,8.54467,"Entire home/apt",96
28196760,"large and modern apartment in the heart of Zurich!","Kreis 4","Langstrasse",47.37899,8.52141,"Entire home/apt",120
28234456,"Family Royal Suite 44m2 at the best area 3.3","Kreis 8","Mühlebach",47.35766,8.55473,"Entire home/apt",130
28242140,"Executive 3BR Centrally Located + Balcony","Kreis 4","Hard",47.38502,8.50769,"Entire home/apt",288
28245082,"Executive 1BR Centrally Located","Kreis 4","Hard",47.38526,8.50764,"Entire home/apt",120
28245449,"Private room near Airport","Kreis 11","Seebach",47.42875,8.54119,"Private room",30
28272792,"Private Bedroom&  HomeOffice@ Zürichberg","Kreis 7","Hottingen",47.37602,8.5658,"Private room",89
28277379,"HomeOffice with private Balcony  & Lakeview🇨🇭","Kreis 7","Fluntern",47.37672,8.56733,"Private room",150
28284155,"1.5 Zimmer WG im Zentrum von Zürich, Stauffacher","Kreis 4","Langstrasse",47.37443,8.52931,"Private room",300
28407232,"Stadt Zürich12 helles und gemütliches Appartement","Kreis 9","Altstetten",47.38182,8.48131,"Entire home/apt",85
28428989,"2.5 room apartment in Zurich (SH-2.4R)","Kreis 11","Oerlikon",47.40145,8.54554,"Entire home/apt",119
28445279,"New little boutique Studio at best area","Kreis 8","Seefeld",47.35817,8.55294,"Private room",110
28484637,"Sunny, central and peaceful home at the river","Kreis 6","Unterstrass",47.38692,8.53577,"Entire home/apt",110
28598484,"Heart Old Town 2min to river/lake -Downtown Zürich","Kreis 1","Rathaus",47.37334,8.54476,"Entire home/apt",577
28607214,"Zimmer mit eigenem Bad / room with own bath","Kreis 7","Hottingen",47.36878,8.55702,"Private room",89
28620125,"Family Royal Suite 44m2 at the best area 3.3","Kreis 8","Seefeld",47.35773,8.55275,"Entire home/apt",137
28701312,"Brandnew Family Suite at the best area 2.2","Kreis 8","Mühlebach",47.35912,8.55318,"Entire home/apt",115
28727397,"Loft with view over Zurich","Kreis 9","Altstetten",47.38727,8.49311,"Entire home/apt",90
28766337,"New boutique suite at the best area of Zürich","Kreis 8","Seefeld",47.35787,8.55297,"Entire home/apt",123
28792518,"Great new studio for a great rate (3.1.)","Kreis 8","Seefeld",47.35779,8.55328,"Entire home/apt",109
28848808,"kleine Auszeit nahe am ETH Hönggerberg/Kieferberg","Kreis 11","Affoltern",47.41283,8.51578,"Private room",54
28884429,"New: Offer for luxury apartment with balcony 4.2.","Kreis 8","Mühlebach",47.3593,8.55429,"Entire home/apt",112
28909599,"Junior Suite at the best area of Zürich","Kreis 8","Mühlebach",47.35887,8.55399,"Entire home/apt",110
28944839,"Suite Zurichberg","Kreis 7","Fluntern",47.37726,8.56566,"Private room",195
29000112,"Idyllic country-house loft flat right in the city.","Kreis 8","Weinegg",47.3512,8.56652,"Entire home/apt",200
29050050,"Family Royal Suite with balcony with balcony 4.3","Kreis 8","Seefeld",47.35924,8.55265,"Entire home/apt",152
29126592,"Casa Helvetia - Mykonos Suite","Kreis 4","Langstrasse",47.37537,8.52714,"Private room",109
29142984,"Central Loft w. sauna, garden and private parking","Kreis 3","Sihlfeld",47.37967,8.50604,"Entire home/apt",177
29149630,"Lovely home from home, right next to the lake.","Kreis 8","Seefeld",47.3520452,8.5587954,"Entire home/apt",350
29150595,"Old rose Studio with a lovely view over Zurich","Kreis 3","Friesenberg",47.35902,8.49771,"Entire home/apt",117
29182814,"moderne Unterkunft im lebhaften Stadtzentrum","Kreis 4","Werd",47.37067,8.52883,"Private room",60
29212259,"Alhambra - close to the city and nature","Kreis 9","Albisrieden",47.36651,8.49336,"Entire home/apt",58
29232857,"Petrol blue Studio with a nice view over Zurich","Kreis 3","Friesenberg",47.358791,8.49792,"Entire home/apt",118
29247978,"Silver Studio with great view over Zurich","Kreis 3","Friesenberg",47.35962,8.49891,"Entire home/apt",117
29296386,"A Jewel! Countryside vineyard setting in the city.","Kreis 8","Weinegg",47.35185,8.56661,"Private room",100
29350724,"Zürich 3, schönes/gemütliches Zimmer 1","Kreis 3","Alt-Wiedikon",47.36887,8.51732,"Private room",45
29362212,"Zürich Kreis 5, Prime Tower Umgebung","Kreis 4","Hard",47.38569,8.51373,"Entire home/apt",246
29404842,"New big boutique loft Studio","Kreis 8","Seefeld",47.35726,8.55432,"Entire home/apt",113
29478826,"Executive 2BR Centrally Located + Balcony","Kreis 4","Hard",47.3841,8.50817,"Entire home/apt",204
29481611,"Modern city flat next to the Botanical Garden","Kreis 8","Weinegg",47.36025,8.5605,"Entire home/apt",150
29626807,"Superior Cosy Studio with Pocket WIFI!!","Kreis 10","Wipkingen",47.39425,8.52225,"Entire home/apt",109
29655342,"Cozy studio with great city and lake connections","Kreis 9","Altstetten",47.38201,8.50151,"Entire home/apt",110
29692684,"Nice 2.5 Maisonette in Zürich in a quit area","Kreis 11","Affoltern",47.42243,8.50668,"Entire home/apt",100
29769890,"Cosy room in Zurich","Kreis 2","Enge",47.36008,8.52724,"Private room",9840
29770166,"Private Room + Bath  - 10min to Zurich Mainstation","Kreis 2","Wollishofen",47.338333,8.520233,"Private room",40
29989383,"Two Room Comfort Apartment sleeps 4","Kreis 4","Werd",47.36995,8.52568,"Entire home/apt",339
29990461,"Three Room Comfort Apartment sleeps 6","Kreis 3","Sihlfeld",47.36963,8.52467,"Entire home/apt",448
29990566,"Two Room Deluxe Apartment sleeps 2 ( max 4)","Kreis 4","Werd",47.37062,8.52675,"Entire home/apt",326
29990656,"One Room Junior Apartment sleeps 2","Kreis 3","Sihlfeld",47.36917,8.52654,"Entire home/apt",235
29990728,"Two Room Superior Apartment sleeps 2 (max 4)","Kreis 3","Sihlfeld",47.36912,8.52486,"Entire home/apt",376
30120264,"Full Apartment in City center, quiet.","Kreis 2","Enge",47.35509,8.5269,"Entire home/apt",90
30171704,"Lovely brandnew penthouse studio with dream views","Kreis 8","Seefeld",47.35718,8.55274,"Entire home/apt",118
30226235,"Cosy 1BR Centrally Located + Balcony","Kreis 4","Hard",47.38446,8.50905,"Entire home/apt",118
30239388,"Executive 1BR Centrally Located + Balcony","Kreis 4","Hard",47.38494,8.50731,"Entire home/apt",120
30239688,"Design 3BR Centrally Located + Balcony","Kreis 4","Hard",47.38506,8.50766,"Entire home/apt",298
30292785,"NEW: ROOF TOP flat next to famous Bahnhofstrasse","Kreis 1","Lindenhof",47.37356,8.53963,"Entire home/apt",199
30304406,"charming centrally located apartment","Kreis 4","Langstrasse",47.37712,8.52162,"Entire home/apt",55
30395219,"Binz111-b129","Kreis 3","Alt-Wiedikon",47.36107,8.5173,"Entire home/apt",90
30395916,"Zürich 3, gemütliches Zimmer 2","Kreis 3","Sihlfeld",47.37018,8.51908,"Private room",46
30396644,"Binz111-B127","Kreis 3","Alt-Wiedikon",47.36085,8.51767,"Entire home/apt",90
30396907,"Binz111-B131","Kreis 3","Alt-Wiedikon",47.36095,8.51767,"Entire home/apt",90
30397023,"Binz111-B130","Kreis 3","Alt-Wiedikon",47.36088,8.51752,"Entire home/apt",90
30415457,"Parterrezimmer II in EFH Zürich-Hottingen, Kreis 7","Kreis 7","Hottingen",47.36642,8.56304,"Private room",48
30440485,"Completely Furnished Apartment in central  Zürich","Kreis 4","Hard",47.38126,8.50611,"Entire home/apt",295
30468155,"Stilvolles Zimmer in einer modernen Wohnung","Kreis 12","Saatlen",47.40563,8.55947,"Private room",59
30588373,"Stunning Modern Apartment "" POCKET WiFi""","Kreis 10","Wipkingen",47.39418,8.52254,"Entire home/apt",109
30686329,"Private double-room in Zurich city centre","Kreis 4","Langstrasse",47.37595,8.53031,"Private room",110
30710753,"Beautiful flat in the heart of Zürich","Kreis 4","Hard",47.37908,8.51065,"Entire home/apt",160
30901675,"Enjoy the  city lights but relax in peace & quiet","Kreis 2","Wollishofen",47.33248,8.53535,"Private room",73
31019236,"Wonderfull 200 m2 apt with high ceilings zürich 7","Kreis 7","Hottingen",47.36912,8.55666,"Entire home/apt",440
31108293,"Luxury duplex loft with morning & evening sun","Kreis 3","Alt-Wiedikon",47.35938,8.52303,"Entire home/apt",199
31172691,"Living in the Center of Zürich","Kreis 6","Unterstrass",47.39019,8.53774,"Private room",60
31205431,"Stilvolle und moderne Wohnung","Kreis 12","Schwamendingen-Mitte",47.40415,8.55824,"Entire home/apt",160
31248202,"modern studio; large terrace; quiet location","Kreis 9","Altstetten",47.39057,8.47366,"Entire home/apt",72
31332140,"Quiet and charming apartment perfect Homeoffice","Kreis 4","Hard",47.37646,8.51452,"Entire home/apt",110
31606785,"Cosy, centrally located Room","Kreis 10","Wipkingen",47.39531,8.52095,"Private room",49
31658829,"Cozy apartment in Zurich, Binz","Kreis 3","Friesenberg",47.35961,8.51251,"Entire home/apt",120
31773907,"Flat in Wiedikon - Goldbrunnenplatz","Kreis 3","Alt-Wiedikon",47.36768,8.51483,"Entire home/apt",65
31917101,"New Zürich","Kreis 5","Gewerbeschule",47.38447,8.52848,"Entire home/apt",132
32053770,"Nice and big 1 BR flat city center/near lake (D8)","Kreis 8","Seefeld",47.35621,8.55365,"Entire home/apt",170
32087275,"Apto. Seefeld Zurich, near Lake, with canopy bed","Kreis 8","Mühlebach",47.35588,8.55613,"Entire home/apt",120
32097703,"Central Apartment (Monthly rental only)","Kreis 5","Gewerbeschule",47.38583,8.52757,"Entire home/apt",83
32295519,"Spacious Maisonette with garden in the city","Kreis 7","Witikon",47.35649,8.58213,"Entire home/apt",499
32379048,"Zimmer in Idyll. altem Haus 9. Min. vom Zentrum","Kreis 3","Friesenberg",47.36351,8.49217,"Private room",47
32382441,"Schönes Zimmer mitten im Seefeld","Kreis 8","Seefeld",47.36244,8.55003,"Private room",65
32441488,"Spacious apartment in Zurich's District 5","Kreis 4","Langstrasse",47.38043,8.53226,"Entire home/apt",120
32488090,"Zurich City - with 2 friendly cats and Garden","Kreis 7","Hottingen",47.36779,8.56353,"Entire home/apt",90
32523536,"Manesse Room 4","Kreis 3","Alt-Wiedikon",47.36714,8.52127,"Private room",50
32585235,"schönes grosses ruhiges sonniges Zimmer (20 qm)","Kreis 7","Witikon",47.35808,8.6002,"Private room",88
32632296,"Quiet and public transport (201)","Kreis 11","Oerlikon",47.40438,8.54943,"Entire home/apt",68
32649111,"Privatspa Savon Noir","Kreis 9","Altstetten",47.38631,8.48693,"Entire home/apt",807
32765207,"Schöne Ferienwohnung im Grünen, unweit vom Zentrum","Kreis 12","Schwamendingen-Mitte",47.40321,8.56724,"Entire home/apt",61
32825753,"A 2 paradas del centro+Wifi+cerca Aeropuerto","Kreis 11","Seebach",47.41416,8.5577,"Private room",64
32826455,"Large,quiet,with PARKING,2 Bathrooms,WIFI &central","Kreis 11","Seebach",47.41371,8.55604,"Entire home/apt",163
32856754,"Karma Oasis in the Heart of Zurich","Kreis 2","Enge",47.36592,8.52842,"Private room",105
32880154,"Rooftop, bright & central  room with own balcony","Kreis 2","Enge",47.36053,8.52656,"Private room",49
33059980,"Longsheng Mingjing Apartment","Kreis 6","Unterstrass",47.38487,8.54462,"Entire home/apt",966
33067330,"Studio in Wollishofen for Male Professional","Kreis 2","Wollishofen",47.34693,8.53326,"Entire home/apt",45
33182216,"1.5 room apartment in Zurich (SH-0.4L)","Kreis 11","Oerlikon",47.40229,8.54445,"Entire home/apt",96
33207907,"Zurlinden Apt2 with 2 balconies","Kreis 3","Sihlfeld",47.37617,8.51201,"Entire home/apt",200
33302231,"4-Bedroom, 3-bath spacious, bright apt. Hottingen","Kreis 7","Hottingen",47.36693,8.55756,"Entire home/apt",475
33314423,"Fully furnished 3room apartment in Zurich’s center","Kreis 6","Unterstrass",47.38702,8.54031,"Entire home/apt",100
33326644,"Hübsche Unterkunft im City Center","Kreis 4","Werd",47.37075,8.52675,"Entire home/apt",101
33360025,"TOP*CENTRAL*STUDIO*ZURICH","Kreis 3","Alt-Wiedikon",47.3647,8.50899,"Entire home/apt",124
33360498,"Rooftop-Studio/WORKSPACE🇨🇭","Kreis 7","Fluntern",47.37725,8.56622,"Private room",79
33461629,"Charming studio with large terrace","Kreis 6","Oberstrass",47.38504,8.54484,"Entire home/apt",100
33465322,"Sunny, direct Airport &City &free carpark& bus sta","Kreis 11","Oerlikon",47.41568,8.5328,"Private room",56
33572316,"Peaceful mid size room in green area of the city","Kreis 11","Seebach",47.41881,8.54539,"Private room",65
33601063,"2.5 rooms flat close to Kunsthaus and Stadelhofen","Kreis 7","Hottingen",47.36713,8.55229,"Entire home/apt",236
33738832,"Zürich Oerlikon, bestens gelegen und ruhig  (102)","Kreis 11","Oerlikon",47.40467,8.54908,"Entire home/apt",65
33740170,"Peaceful room in the great area of the city 2","Kreis 11","Seebach",47.41913,8.54363,"Private room",65
33800187,"Bright room with new furniture in best location","Kreis 5","Gewerbeschule",47.38214,8.52955,"Private room",60
33820792,"Cozy room in the heart of Zürich","Kreis 4","Langstrasse",47.37755,8.5229,"Private room",58
33854276,"Helle, ruhige 4-Zimmer-Wohnung nahe beim Zentrum","Kreis 6","Unterstrass",47.38313,8.54402,"Entire home/apt",180
33870505,"Charming flat in Seefeld","Kreis 8","Mühlebach",47.35542,8.55812,"Entire home/apt",150
33993690,"4 bedroom Zurich flat with lovely city view","Kreis 10","Höngg",47.39972,8.5047,"Entire home/apt",201
34105681,"Am Puls von Zürich, Apart. 06","Kreis 4","Langstrasse",47.38206,8.52815,"Entire home/apt",60
34242766,"Lovely 1 bedroom flat (10 min from Zurich HB)","Kreis 11","Oerlikon",47.4034,8.54675,"Entire home/apt",100
34283991,"Sunny bright apartment at Zurich Niederdorf","Kreis 1","Rathaus",47.37482,8.54345,"Entire home/apt",124
34300920,"Zürich: Zimmer in Atelierwohnung im Grünen","Kreis 11","Affoltern",47.42385,8.50211,"Private room",54
34472705,"Close to city center and the forest","Kreis 6","Unterstrass",47.40148,8.53308,"Private room",45
34550774,"Urban living while overlooking Zurich","Kreis 9","Altstetten",47.39457,8.48447,"Entire home/apt",115
34554342,"Homeoffice Stadtwohnung mit Parkplatz und Balkon","Kreis 10","Wipkingen",47.397,8.51879,"Entire home/apt",103
34639342,"A generous and stylish room, in top location","Kreis 7","Hottingen",47.36609,8.56021,"Private room",102
34674097,"Lovely studio at the city with balcony and views","Kreis 8","Mühlebach",47.35067,8.56311,"Entire home/apt",97
34678447,"Modern apt in the heart of Zürich","Kreis 7","Hottingen",47.36604,8.54946,"Entire home/apt",249
34743620,"Super cool & modern apartment in central location!","Kreis 5","Gewerbeschule",47.38326,8.53162,"Entire home/apt",155
34795712,"Charming flat  Zurich Seefeld near Opera/Bellevue","Kreis 8","Mühlebach",47.36339,8.55116,"Entire home/apt",127
34811356,"Vegan friendly PR close lake and 10min mainstation","Kreis 8","Mühlebach",47.35551,8.55752,"Private room",69
34861647,"Beautiful room in trendy neighborhoods of Zürich","Kreis 8","Seefeld",47.35942,8.55214,"Private room",45
34926273,"Suite Habana","Kreis 7","Fluntern",47.37902,8.55632,"Private room",90
34941952,"City center flat near Art Museum, Lake & Old City","Kreis 7","Hottingen",47.36892,8.55293,"Entire home/apt",117
34959544,"Wohlfühlen mit Seeblick","Kreis 2","Wollishofen",47.33815,8.53647,"Private room",105
34995176,"Design Junior One Bedroom Apartment","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",130
35019447,"Fairy-Tale Apartment next to the Opera & Bellevue","Kreis 7","Hottingen",47.36589,8.55671,"Entire home/apt",148
35025688,"Sunny & Quiet Apartment, 20min from City center","Kreis 7","Witikon",47.36063,8.58332,"Entire home/apt",724
35090572,"Green Sunny House in Zürich Center (kreis 4)","Kreis 4","Hard",47.38465,8.50735,"Entire home/apt",120
35123328,"Studio fully equipped: Zürich Old Town","Kreis 1","Rathaus",47.37139,8.54508,"Entire home/apt",89
35174440,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35178707,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35179129,"Design Studio with balcony","Kreis 6","Unterstrass",47.38244,8.54064,"Entire home/apt",120
35179702,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35180162,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35180437,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35180837,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35181180,"Design Studio with Balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35181676,"Design Studio with balcony","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35182110,"Design Studio","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35182675,"Design Studio in Zurich City","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35183779,"Design Studio in Zurich City","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35184191,"Design Studio in Zurich City","Kreis 6","Oberstrass",47.38168,8.54732,"Entire home/apt",120
35415577,"Room: 1★Your downtown base for tourism + business★","Kreis 4","Langstrasse",47.37815,8.52811,"Private room",89
35492554,"Villa Allegra Studio - Bohemian chic in Zurich","Kreis 7","Hottingen",47.37058,8.5617,"Entire home/apt",121
35494092,"Villa Allegra 2BR - Bohemian chic in Zurich","Kreis 7","Hottingen",47.37212,8.56261,"Entire home/apt",199
35512110,"B66: Exclusive Downtown 2-BR Apt with Big Terrace","Kreis 4","Werd",47.37247,8.52614,"Entire home/apt",269
35527567,"Familienwohnung/ WG","Kreis 9","Albisrieden",47.37073,8.49378,"Entire home/apt",40
35698993,"Super central & modern apartment in the Old Town","Kreis 1","Rathaus",47.36776,8.54372,"Entire home/apt",149
35777513,"Nice Appt in the City Center, Balcony at the lake","Kreis 2","Enge",47.36261,8.53167,"Private room",89
35831060,"Le Bijou Bahnhofstrasse / Paradeplatz LB18A","Kreis 1","Lindenhof",47.36874,8.53988,"Entire home/apt",869
35834410,"Le Bijou Bahnhofstrasse / Paradeplatz LB18B","Kreis 1","Lindenhof",47.36874,8.53988,"Entire home/apt",694
35835296,"Le Bijou Bahnhofstrasse / Paradeplatz LB18C","Kreis 1","Lindenhof",47.36874,8.53988,"Entire home/apt",467
35892455,"Doppelzimmer mit Frühstück und Abendessen","Kreis 9","Altstetten",47.38238,8.4928,"Private room",284
35898365,"Privatzimmer am Zürichberg mit eigener Dusche/WC","Kreis 7","Hottingen",47.37542,8.56603,"Private room",124
35899817,"Cosy, modern and stylish flat in Oerlikon","Kreis 11","Oerlikon",47.40763,8.55778,"Entire home/apt",154
35971686,"Nice Apartment close to the Lake","Kreis 2","Enge",47.35886,8.5294,"Entire home/apt",168
36027682,"Entire Apartment 180m2 Duplex","Kreis 2","Enge",47.3612,8.53389,"Entire home/apt",400
36033611,"central, bright room 600m from Zürich main station","Kreis 4","Langstrasse",47.3774,8.52904,"Private room",55
36107157,"Jugendstil apartment near lake (Seefeld)","Kreis 8","Seefeld",47.35898,8.55223,"Entire home/apt",240
36119386,"Cosy renovated 3 rooms appartement in Zurich","Kreis 3","Sihlfeld",47.37042,8.5064,"Entire home/apt",135
36123934,"Terrific 2BD flat city center/Enge (Wille 5)","Kreis 2","Enge",47.36376,8.53257,"Entire home/apt",199
36308192,"Zentral wohnen","Kreis 11","Oerlikon",47.40214,8.54576,"Entire home/apt",100
36346490,"25m2 quiet Studio in Zürich (K11)","Kreis 11","Affoltern",47.40812,8.52532,"Entire home/apt",68
36383121,"Zimmer in renovierter Altbauwohnung","Kreis 6","Unterstrass",47.38914,8.53905,"Private room",50
36404528,"Gemütliches Zimmer in 2-ZW, zw. HB- & Flughafen","Kreis 12","Hirzenbach",47.40659,8.58761,"Private room",100
36477818,"Designerwohnung mit Klimaanlage & grosser Terrasse","Kreis 3","Alt-Wiedikon",47.36508,8.51045,"Entire home/apt",159
36499071,"Reiheneinfamilienhaus","Kreis 9","Altstetten",47.38538,8.49912,"Entire home/apt",115
36578686,"Big terrasse apartment close to Tiefenbrunen","Kreis 4","Langstrasse",47.37609,8.52944,"Entire home/apt",290
36583116,"Günstiges Zimmer sehr Zentral WLAN & Schreibtisch","Kreis 3","Alt-Wiedikon",47.3693,8.51901,"Private room",38
36591868,"3 Room Apartment in the City of Zurich","Kreis 6","Oberstrass",47.38522,8.54765,"Entire home/apt",182
36596015,"Kreis 7 - Quiet Room in Penthouse","Kreis 7","Witikon",47.357891,8.598951,"Private room",42
36624110,"Central room 600m from Zürich main station","Kreis 4","Langstrasse",47.37883,8.52919,"Private room",52
36749316,"Beautiful room near Airport and Zürich Downtown","Kreis 6","Unterstrass",47.40384,8.536,"Private room",70
36963314,"Spacious, bright apartment in the heart of Zurich","Kreis 3","Alt-Wiedikon",47.36601,8.52238,"Entire home/apt",139
36963386,"Stadt Zürich 4401-Appartement  Albisriederplatz","Kreis 4","Hard",47.38067,8.50817,"Entire home/apt",98
36967134,"Lakehome17","Kreis 8","Seefeld",47.35915,8.54863,"Private room",350
36972617,"Centric apartment in Zürich-Wipkingen","Kreis 5","Escher Wyss",47.39051,8.52615,"Entire home/apt",117
37027700,"15 minutes from Zürich old town","Kreis 3","Sihlfeld",47.37476,8.51902,"Private room",80
37115599,"Green studio with a magnificent view over Zurich","Kreis 3","Friesenberg",47.35988,8.49686,"Entire home/apt",117
37173271,"Zh city zone . Car free, next bus stop","Kreis 11","Affoltern",47.41613,8.53247,"Private room",56
37203344,"Modern, quiet, cosy flat 20 min from the Lake","Kreis 9","Altstetten",47.38368,8.49682,"Entire home/apt",130
37225240,"10min HB, Comfortable Room!!","Kreis 6","Oberstrass",47.39733,8.54764,"Private room",68
37389808,"Beautiful, spacious art nuveau flat in the center","Kreis 6","Oberstrass",47.38084,8.54869,"Entire home/apt",200
37426680,"Quiet, cosy flat, 10 bus-minutes from main-station","Kreis 10","Wipkingen",47.39487,8.52049,"Entire home/apt",92
37451284,"Spacious and stylish apartment in a very hip area","Kreis 3","Sihlfeld",47.37365,8.51396,"Entire home/apt",130
37478466,"Comfortable apartment with balcony by the river","Kreis 10","Höngg",47.40568,8.48065,"Entire home/apt",50
37479435,"Industrial 2 rooms apartment in district 4","Kreis 4","Langstrasse",47.37532,8.52863,"Entire home/apt",169
37510070,"Ruhige Wohnung, 20 Min Zürich HB, 10 Min Airport","Kreis 11","Seebach",47.43129,8.54656,"Entire home/apt",65
37587564,"Tiny studio in Zürich near to the Lake","Kreis 2","Wollishofen",47.34902,8.52871,"Entire home/apt",82
37681856,"Cousy studio in the centre of Zurich","Kreis 4","Langstrasse",47.37799,8.53373,"Entire home/apt",94
37683818,"Furnished room w balcony in the city next to lake","Kreis 8","Mühlebach",47.36259,8.55477,"Private room",94
37762897,"Modern Downtown Apt. w/ rooftop terrace in Zurich","Kreis 4","Hard",47.38234,8.51778,"Entire home/apt",140
37766147,"Clean and reasonable Guests are wellcome","Kreis 7","Hottingen",47.37239,8.56137,"Private room",55
37875606,"King bed apartment or room with smooth connections","Kreis 11","Affoltern",47.41917,8.50251,"Private room",120
37899561,"Modern 2 rooms apartment in district 4","Kreis 4","Langstrasse",47.37638,8.53044,"Entire home/apt",179
38109709,"Montmartre Zurich - Room ""Joséphine""","Kreis 1","Lindenhof",47.37159,8.54121,"Private room",204
38110492,"Montmartre Zurich - Room ""Maurice""","Kreis 1","Lindenhof",47.37159,8.54121,"Private room",204
38128984,"Züri Tip","Kreis 8","Weinegg",47.34855,8.57322,"Private room",118
38155146,"Beautiful Cozy Attic Appartment in the Center","Kreis 4","Langstrasse",47.37548,8.52598,"Entire home/apt",80
38159610,"MONOLOCALE ACCOGLIENTE!","Kreis 3","Alt-Wiedikon",47.36969,8.51435,"Entire home/apt",100
38185698,"2 Zimmer Wohnung in Zürich mit Gartensitzplatz","Kreis 11","Oerlikon",47.412,8.5293,"Entire home/apt",79
38250307,"Beautiful 3-room apartment close to city center","Kreis 6","Unterstrass",47.39045,8.53831,"Entire home/apt",175
38281844,"Geräumiges, schönes Zimmer in 3,5-Zimmer Wohnung","Kreis 9","Albisrieden",47.37568,8.49746,"Private room",60
38354161,"Loft with view over the city at the edge of Zurich","Kreis 10","Höngg",47.40603,8.48159,"Entire home/apt",160
38381603,"Cosy flat, close to city centre, great bars/restr.","Kreis 3","Sihlfeld",47.37531,8.51353,"Private room",100
38390111,"Elegant home in a home, close to ETH Hönggerberg","Kreis 10","Höngg",47.40165,8.50117,"Entire home/apt",150
38400419,"UNIQUE ecological housing - just like at home","Kreis 9","Altstetten",47.38743,8.48272,"Entire home/apt",175
38486755,"Stylish with Amazing Natural Light! POCKET WIFI !","Kreis 10","Wipkingen",47.39358,8.52173,"Entire home/apt",109
38499460,"Einfaches Zimmer - Zürich Kreis IX","Kreis 9","Altstetten",47.39306,8.4789,"Private room",50
38539804,"full modern flat - 5 m walk 2 Lake","Kreis 2","Enge",47.35581,8.52964,"Entire home/apt",95
38566045,"RELOC Tastefully furnished Studio in ZH","Kreis 11","Seebach",47.41472,8.54396,"Entire home/apt",125
38567484,"cosy 2 room flat in central location","Kreis 3","Alt-Wiedikon",47.36019,8.52268,"Entire home/apt",140
38598780,"Geschmackvolle Wohnung im Denkmalschutz Gebäude","Kreis 9","Altstetten",47.3880227,8.4831488,"Entire home/apt",130
38630825,"Zürich Modern House","Kreis 4","Werd",47.37268,8.52651,"Private room",100
38631483,"Zimmer Orange","Kreis 11","Oerlikon",47.40639,8.54706,"Private room",80
38632424,"Zimmer Zebra","Kreis 11","Oerlikon",47.40826,8.54878,"Private room",66
38632737,"Wohnung Oli","Kreis 11","Oerlikon",47.40647,8.54768,"Entire home/apt",211
38655391,"Gemütliche 2,5 Zimmerwohnung","Kreis 12","Schwamendingen-Mitte",47.40472,8.57047,"Entire home/apt",99
38660605,"140m2 top central(old town), stylish 1br apartment","Kreis 1","Lindenhof",47.37133,8.54047,"Entire home/apt",414
38686017,"Bali meets Zürich","Kreis 7","Hirslanden",47.36454,8.56648,"Entire home/apt",190
38689213,"Large Fully Equipped Room - Zurich","Kreis 9","Albisrieden",47.37585,8.4835,"Private room",90
38713799,"Cute and central studio. 10 min to HB or lake","Kreis 4","Werd",47.37091,8.52796,"Entire home/apt",85
38716240,"bright apartment with balcony and a beautiful view","Kreis 6","Oberstrass",47.38681,8.54914,"Entire home/apt",60
38812298,"Modern Bedroom close to City Centre & Airport","Kreis 11","Oerlikon",47.41059,8.53644,"Private room",57
38820605,"Spacious Apartment at Langstrasse","Kreis 4","Langstrasse",47.3765302,8.5260281,"Entire home/apt",290
38904357,"Schönes grosses, sonniges Apartment / Studio 50 qm","Kreis 7","Witikon",47.35996,8.59117,"Entire home/apt",98
38925931,"Zimmer Sole","Kreis 11","Oerlikon",47.40678,8.54767,"Private room",80
39071086,"Fully Equipped Room - Zurich","Kreis 9","Albisrieden",47.37728,8.48299,"Private room",90
39111639,"Cozy Room in a garden apartment - Kreis 7","Kreis 7","Witikon",47.357647,8.599178,"Private room",42
